A_NUMBER,SOURCE_ID,GRADE,PLACE_NAME,PLAIN_DUTCH_WHAT_IS_IT,PRIORITY_PERSONS,PERSON_WAS_PHYSICALLY_HERE,LINK_TYPE,WHAT_HAPPENED_HERE_EXACTLY,EXACT_SUBPLACE_MARK_SHOULD_SEEK,WHY_MARK_WOULD_CARE,ORIGINAL_A_OR_A_PLUS_REASON,ORIGINAL_PROVENANCE_FILES_OR_COMMENTS,EVIDENCE_STRENGTH,CONTEMPLATIVE_DWELL_RECOMMENDATION,PRESENTATION_WARNING
A036,VNS-26,A+,"Shree Shree Ma Anandamayi Ashram, Bhadaini","Bezoekbaar ashram van Anandamayi Ma in de Bhadaini-wijk, onderdeel van haar levende Sangha-netwerk.",Anandamayi Ma,PROBABLY,"EXACT_RESIDENCE (herhaald, niet fysiek bevestigd voor déze exacte kamer); LINEAGE_INSTITUTION","Dit is een van de ashrams in Anandamayi Ma's eigen netwerk waar zij tijdens haar leven herhaaldelijk verbleef ('durable Anandamayi layer places Ma at her Varanasi ashram/verblijf... repeated', project-eigen heritage-onderzoek); geen historische kamer/verdieping veilig teruggevonden. BELANGRIJKE CORRECTIE: de door AOAY gedocumenteerde ontmoeting(en) tussen Yogananda en Anandamayi Ma vonden NIET hier plaats. AOAY hfst. 45 beschrijft drie gescheiden gebeurtenissen: (1) een straatontmoeting bij een discipelhuis in Bhowanipur, Calcutta, december 1935 (waarschijnlijk de bron van de bekende foto met Bholanath); (2) de enige door AOAY expliciet meervoudig bevestigde fotosessie ('posed for many photographs'), in de tuin van Ranchi Vidyalaya; (3) een kort afscheid op het Serampore-station. Geen van deze drie is Bhadaini/Varanasi.",Geen specifieke historische kamer van Anandamayi Ma veilig geïdentificeerd binnen het huidige ashramcomplex.,"Directe plaatsverbinding met een grote, goed gedocumenteerde 20e-eeuwse Bengaalse heilige die Yogananda zelf diepgaand bewonderde en over schreef (een heel AOAY-hoofdstuk) - maar dat bewonderingsverhaal zelf speelde zich elders af (Calcutta/Ranchi), niet hier.","A_PLUS_MARK_DECISION_LOG.md 'CURRENT A+ SPINE' 2026-08-27 (standalone A+ anchor, superseding de 2026-08-02 cluster-A).",runs/active/YOGANANDA-ANANDAMAYI-PHOTO-LOCATION-001/RESULT.md (volledige AOAY hfst. 45-analyse); runs/active/INDIA8-ALL-FINDINGS-LOCATION-CLOSURE-001/ANANDAMAYI_YOGANANDA_PHOTO_FINAL.md; governance/ANANDAMAYI_YOGANANDA_PHOTO_OVERRIDE_2026-08-20.md; archive/.../HERITAGE_STAY_CANDIDATES.md ('Anandamayi Ma | Bhadaini/Varanasi Ashram... repeated... no historic room number securely recovered').,"MATIG - haar eigen herhaalde-verblijf-claim hier wordt door project-onderzoek 'durable' genoemd maar niet zelfstandig tot primaire bron herleid (ze had ook ashrams in Kankhal, Vrindavan, Almora/Patal Devi); de Yogananda-fotogebeurtenissen zijn met primaire AOAY-tekst STERK bevestigd, maar expliciet NIET hier gesitueerd.",45-90 min.,GROOT - huidige kaart ('Anandamayi Ma - direct AOAY link: Yogananda met and wrote about the Joy-Permeated Mother; strong person-memory cue') suggereert gevaarlijk sterk dat de AOAY-ontmoeting HIER plaatsvond. Dat is aantoonbaar onjuist: de AOAY-ontmoetingen waren in Calcutta (Bhowanipur) en Ranchi. Dit moet expliciet worden rechtgezet zodat Mark niet denkt hier in Yoganandas AOAY-voetsporen te staan.
A037,VNS-09,A,Subah-e-Banaras at Assi Ghat,Modern vroegochtend cultureel/muzikaal rivierprogramma bij Assi Ghat.,Geen,N/A,INDIRECT_CONTEXT,Modern (niet-historisch) cultureel programma; geen persoonsgebeurtenis.,N.v.t.,"Aparte, door Mark expliciet gewenste ochtendervaring, los van de andere dageraadervaringen.",VARANASI_LP_MARK_TIME_DECISIONS_2026-08-27.md item 13.,VARANASI_LP_MARK_TIME_DECISIONS_2026-08-27.md.,N.v.t.,2 uur (reeds beschermd).,Geen.
A038,VNS-02,A+,New Bhrigu Karyalaya / Bhadury Sadan,"Huis/kantoor van de familie Bhadury in Ramapura-Luxa, hedendaagse erfelijke beoefenaars van een Bhrigu Sanghita/Bhrigu-astrologietraditie.","Swami Kriyananda (J. Donald Walters) - motiverende figuur, geen AOAY-kernpersoon",NO_DIRECT_PRESENCE,INDIRECT_CONTEXT,"Dit is het huis van de huidige Bhadury-familie (nu Acharya Hemant K. Bhadury, voortzettend van grootvader Sudhir Ranjan en vader Brahma Gopal Bhadury), die een eigen geërfde Bhrigu-berekeningsmethode beoefent. BELANGRIJKE, in het project zelf al vastgelegde nuance: Swami Kriyananda's beroemde eigen Bhrigu-lezing (1959, met details over Roemenië, Amerika, het ontmoeten van Yogananda op zijn 22e en het ontvangen van de naam Kriyananda) vond plaats in BARNALA, PUNJAB - een andere plaats en familie. Bhadury Sadan wordt door het project zelf expliciet NIET geclaimd als dezelfde locatie/hetzelfde manuscript.",Het consultatievertrek bij D 47/213 Ramapura.,"Mark wil zijn eigen, analoge Bhrigu-boodschap laten lezen, geïnspireerd door Kriyananda's verhaal - dit is een serieuze, actief werkende versie van dezelfde bredere traditie, maar een NIEUWE eigen ervaring voor Mark, geen bedevaart naar Kriyananda's eigen historische lezingslocatie.",Marks eigen 2026-08-27 instructie: 'Graag verder uitdiepen. Ik wil erheen in Varanasi... maak A+ locatie van.',"runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/BHRIGU_BHADURY_A_PLUS_OPERATIONAL_CLOSURE_2026-08-27.md (volledige tekst, incl. expliciete Barnala/Bhadury-Sadan-onderscheiding en Ananda.org-bronvermelding voor Kriyananda's 1959-lezing).","STERK voor de huidige Bhadury-familietraditie (eigen officiële site + Ananda.org); STERK ook voor de expliciete NIET-identiteit tussen de twee locaties (dit staat letterlijk zo in het project's eigen closure-document, geen onzekerheid).",Beschermde 3-uurs envelop tot bevestiging van werkelijke sessieduur.,"GROOT - huidige kaart ('Book of Bhrigu consultation site... Swami Kriyananda / Ananda-lineage motivation; not itself an AOAY person/site') is grotendeels correct maar moet EXPLICIET vermelden dat Kriyananda's eigen beroemde lezing in Barnala, Punjab plaatsvond - een heel andere stad - zodat Mark begrijpt dat dit een nieuwe eigen ervaring is in dezelfde levende traditie, geen schrijn voor Kriyananda's specifieke lezing."
A039,VNS-20,A+,Lahiri Mahasaya original/family house,"Het eigen woonhuis van Lahiri Mahasaya in Garudeswar Mohalla (bij Chausatti Ghat), Varanasi - het adres 31/58 Madanura Lane, nu bewoond door een achterkleinzoon.",Lahiri Mahasaya; Paramahansa Yogananda (kleuterbezoek),YES,"EXACT_RESIDENCE; EXACT_TEACHING_SITE; EXACT_DEATH_SAMADHI_ASHES_SITE (overlijden, niet de as-schrijn zelf - zie A040)","Lahiri Mahasaya's eigen huis vanaf jongvolwassenheid; na zijn pensionering in 1886 (25 jaar na zijn Kriya-initiatie door Babaji in 1861) bleef hij vrijwel voortdurend hier, ontving dagelijks een gestage stroom discipelen in zijn kleine voorkamer op de eerste verdieping ('small front parlor on the first floor'), waaronder - als kleuter van minder dan twee jaar - Yogananda zelf (AOAY hfst. 2: 'the home of my guru in Benares'). Hij overleed hier in 1895.","De kleine voorkamer op de eerste verdieping waar hij dagelijks discipelen ontving - dit exacte vertrek is het eigenlijke doelpunt, niet slechts 'het huis'.","Dit is Lahiri Mahasaya's letterlijke eigen huis - een van de meest directe, exacte-adres Kriya-lijnplekken van de hele reis.",Graad opgehoogd van A naar A+ per SELECTED_A_PLUS_ANCHOR_IDENTITY_BASELINE.md sec V1 (2026-08-24) en A_PLUS_MARK_DECISION_LOG.md ('Varanasi Kriya core... A+ parent').,"runs/active/TOP11-INDIA-PERSON-CENTRIC-MEGASWEEP-001/LAHIRI_MAHASAYA_V2_PRE_EXTERNAL_FREEZE.md records 10, 16, 19 (AOAY hfst. 4, 32, 35, 36); PROTECTED_CANON_BASELINE.csv id 002; websearch 2026-09-11 (path2yoga.net; anandapilgrimages.org) voor het huidige adres en toegangsregime.",STERK voor identiteit/geschiedenis van het huis (AOAY primaire tekst + meerdere onafhankelijke hedendaagse bronnen); de toegangsclaim hieronder komt van één webbron en is nog niet onafhankelijk dubbel bevestigd.,"Indien toegankelijk: lang, stil zitten in/bij de voorkamer wordt sterk aanbevolen - dit is precies het type plek waar aanwezigheid belangrijker is dan bezichtiging.","ZEER GROOT, PRAKTISCH KRITIEK: via websearch (niet eerder in de repo aanwezig) gevonden dat dit huis naar verluidt slechts EEN DAG PER JAAR, ongeveer TWEE UUR, open is voor bezoekers, in de maand juli - dus NIET tijdens Marks december/januari-reis. De huidige kaart zegt alleen vaag 'access must be confirmed and cannot be assumed'; dit moet worden vervangen door de concrete, mogelijk trip-beslissende reden. Deze specifieke claim komt van één webbron en moet vóór vertrek onafhankelijk worden geverifieerd, maar mag niet worden weggelaten."
A040,VNS-24,A,Lahiri Mahasaya Samadhi / Satyalok,"Satyalok: een apart ashram in dezelfde buurt (Garudeswar Mohalla) als het familiehuis, gerund door een andere nakomeling, met een klein schrijn waar een deel van Lahiri Mahasaya's as wordt bewaard.","Lahiri Mahasaya; (mogelijk, onbevestigd) Mahavatar Babaji via een tempel in hetzelfde complex","YES (postuum - as/samadhi, geen leven-aanwezigheid)",EXACT_DEATH_SAMADHI_ASHES_SITE,"Na Lahiri Mahasaya's crematie in 1895 werd een deel van zijn as in een klein schrijn binnen dit Satyalok-ashram bijgezet; het complex wordt beheerd door een achterachterkleinzoon en kent dagelijks twee puja's (ochtend en late namiddag). Dit is een andere, apart gebouwd complex dan het woonhuis (A039), al slechts ca. 100-150 m verderop in dezelfde buurt.",Het kleine as-/samadhischrijn binnen het Satyalok-complex.,In tegenstelling tot het bijna ontoegankelijke familiehuis (A039) is dit dagelijks open met puja's - waarschijnlijk het meest realistische directe Lahiri Mahasaya-devotionele contactmoment dat Mark daadwerkelijk krijgt.,Gevonden als ontbrekend tijdens CCI's WORK-audit-reparatiepas (2026-09-10); PROTECTED_CANON_BASELINE.csv id 001.,"PROTECTED_CANON_BASELINE.csv id 001 (met interne notitie bij id 002: 'TURQUOISE same physical house; enrich links only' - een intern-bronconflict dat suggereerde dat dit misschien HETZELFDE gebouw als het huis zou zijn); websearch 2026-09-11 (YouTube-reisverslagen; yappe.in; worldorgs.com) bevestigt onafhankelijk dat dit WEL degelijk twee aparte gebouwen/complexen in dezelfde buurt zijn, gerund door verschillende nakomelingen - de interne 'TURQUOISE'-samenvoegingssuggestie lijkt dus onjuist en moet niet worden gevolgd.","MATIG - de scheiding tussen huis (A039) en Satyalok (A040) als twee aparte gebouwen wordt door onafhankelijke webbronnen bevestigd (meerdere, consistent), wat het interne 'zelfde huis'-broncommentaar weerlegt; de exacte as-herkomstclaim zelf is van het gebruikelijke devotionele/samadhi-schrijn-bewijsniveau, geen document/juridisch bewijs. De aanvullende claim van een Mahavatar Babaji-tempel binnen hetzelfde Satyalok-complex komt van een enkele webbron en is niet kruisgecontroleerd.","30-60 min, eventueel afstemmen op een van de dagelijkse puja-tijden.","MATIG - huidige kaart ('Prevents the Lahiri devotional world from being falsely counted as one address') is correct in opzet; voeg toe dat dit de TOEGANKELIJKE zus-locatie is (dagelijkse puja's) tegenover het bijna-ontoegankelijke huis, en meld het opgeloste interne bronconflict over 'zelfde huis' expliciet."
A041,VNS-30,A,Sankat Mochan Hanuman Temple,"Levende Hanuman-tempel in zuid-Varanasi, dagelijks druk bezocht.","Tulsidas (16e-eeuwse dichter-heilige, auteur van de Ramcharitmanas en de Hanuman Chalisa) — geen lid van Marks vaste 13-persoonsindex.",TRADITION_CLAIM,"PERSON_FOUNDED_SITE; TRADITION_CLAIM","Traditie (breed erkend, niet Tier-1-geverifieerd door CCI) zegt dat Tulsidas hier een directe verschijning/darshan van Hanuman kreeg en daarop de tempel op precies deze plek stichtte.","Het hoofdschrijn met de Hanuman-murti; geen aparte kuti of subplek gedocumenteerd.","Levende, drukbezochte verering; de Tulsidas-stichtingslegende geeft een concrete 'waarom hier' voorbij het generieke 'Hanuman-tempel'-label.","Mark A-besluit 2026-08-02 (VNS-CAND-015); herbevestigd 2026-08-27 als reconfirmed A in de laatste Varanasi-ordinary-grades ronde.","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; runs/active/INDIAZILVER-ENTITY-ID-PROXIMITY-BACKFILL-001/PROTECTED_CANON_BASELINE.csv id 015; runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/CURRENT_OLD_A_PROMOTION_MASTER.md; runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/A_PLUS_MARK_DECISION_LOG.md.","Tulsidas-stichtingstraditie is algemeen/breed erkend in de Hindoe-hagiografie; niet apart tegen een primaire tekst geverifieerd binnen dit taakbudget.","30-45 min, kan samenvallen met een reguliere aarti.","Het label 'Hanuman-tempel' alleen verhult de Tulsidas-stichtingslegende die de plek een concrete oorsprong geeft."
A042,VNS-31,A,Durga Temple and Durga Kund,"Roodgeschilderde, levende Durga-tempel met aangrenzende heilige vijver (kund), 18e eeuw gebouwd door de Bengaalse Maharani Bhabani.","Geen van Marks prioriteitspersonen gedocumenteerd.",NO_DIRECT_PRESENCE,INDIRECT_CONTEXT,"Shakti/Durga-verering; geen gedocumenteerde episode van een Mark-prioriteitspersoon gevonden in repo of extern onderzoek.","Het hoofdschrijn en de kund zelf.","Authentieke levende tempelervaring direct naast Sankat Mochan; eigen intrinsieke waarde zonder persoonslink.","Mark A-besluit 2026-08-02 (VNS-CAND-016); herbevestigd 2026-08-27.","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 016.","Bouwgeschiedenis (Maharani Bhabani) is algemeen gedocumenteerd; er is hier eenvoudigweg geen Mark-prioriteitspersoon te herstellen.","20-30 min.","Geen verborgen persoonslink gevonden; eerlijk gerapporteerd als 'geen gat' in plaats van er een te verzinnen."
A043,VNS-33,A,Kedareshwar Temple and Kedar Ghat,"Shiva-tempel met een zelf-gemanifesteerde (swayambhu) lingam, geliefd bij Zuid-Indiase/Tamil pelgrims, plus de aangrenzende ghat.","Geen van Marks prioriteitspersonen; mythologisch verbonden aan wijze/Rishi Kedar (geen historische persoon).",NO_DIRECT_PRESENCE,"TRADITION_CLAIM; INDIRECT_CONTEXT","Mythologisch verbonden aan Rishi Kedar's verzaking (tapas); de lingam wordt als zelf-ontstaan beschouwd, geen door mensenhand gemaakt beeld.","De lingam-schrijn zelf en de ghat-trappen.","Governance beschermt deze plek expliciet als onveranderlijke A; levende tempel/ghat-combinatie met eigen mythologische diepte.","Governance verklaart dit expliciet 'immutable A', verbiedt een downgrade naar B door oudere routetekst.","governance/INDIA9_CANON_RECONCILIATION_2026-08-23.md; PROTECTED_CANON_BASELINE.csv id 019.","Mythologisch/traditioneel; geen Mark-prioriteitspersoon aanwezig. Het 'onveranderlijk A'-besluit betreft behoud van bestaande status, geen nieuwe persoon-onderbouwing.","30 min.","Geen verborgen persoonslink; eerlijk vermeld dat dit een zuiver Hindoe-mythologische/lokale tempel-ghat is zonder Mark-prioriteitspersoon."
A044,VNS-41,A,Adi Keshava Ghat + Temple,"Oud Vishnu-heiligdom bij de samenvloeiing van de Varuna- en Ganga-rivier; de klassieke, naamgevende noordgrens van heilig Kashi.","Geen Mark-prioriteitspersoon; Vishnu-mythologie (eerste voetstap van Vishnu in Kashi) is de kernclaim.",N/A_MYTHOLOGICAL_DEITY,"TRADITION_CLAIM; INDIRECT_CONTEXT","Enige grote Vishnu-heiligdom aan de verder overwegend Shiva-gedomineerde Varanasi-ghats; een 12e-eeuwse Gahadavala-inscriptie noemt de plek 'Vedesvara Ghat' met koninklijke rituele bezoeken; verwoest in 1194 door Qutb-ud-din Aibak, later hersteld.","De Sangameshwar Lingam en de exacte samenvloeiingsplek van Varuna en Ganga.","Letterlijke etymologische/geografische noordgrens van heilig Kashi (tegenhanger van Assi Ghat als zuidgrens); rustige, niet-toeristische ghat.","Kandidaat via GHAT_COMPLETENESS_DETECTOR (VNS-CAND-045); hertoetsing 2026-08-03 gaf WATCHLIST wegens zwakke bronnen; op 2026-08-24 'RESOLVED A' met verwijzing naar de Gahadavala-inscriptie als sterker argument dan de eerder afgewezen reisblog-claims.","india5/reports/VARANASI_041_045_DEEPENING_CHECK.md; india5/reports/VARANASI_NOT_TO_BE_MISSED_041_045_REASSESSMENT.md; runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/CURRENT_OLD_A_PROMOTION_MASTER.md; PROTECTED_CANON_BASELINE.csv id 045.","Gemengd: overheidsbron (incredibleindia.gov.in) + 12e-eeuwse inscriptie bevestigd via twee onafhankelijke secundaire bronnen, maar geen directe inzage in de primaire inscriptietekst zelf. De populaire 'vierduizend jaar oud'-claim is EXPLICIET NIET bevestigd (zie deepening-check) en mag niet herhaald worden als feit.","30-45 min, rustig/contemplatief past bij het niet-toeristische karakter.","Vermijd de ongeverifieerde 'vierduizend jaar oud'-claim; het echte onderscheidende feit is de Vishnu-uitzondering plus de 12e-eeuwse inscriptie."
A045,VNS-25,A,Shri Tailanga Swami Math,"Kloosterschrijn op Panchganga Ghat, gebouwd op de plek waar de legendarische yogi Trailanga Swami zijn laatste decennia doorbracht en overleed.","Trailanga Swami (19e-eeuwse 'Wandelende Shiva van Benares', geen Mark Tier-1-persoon zelf) EN Sri Ramakrishna (WEL Mark-prioriteitspersoon).",YES,"EXACT_RESIDENCE; EXACT_DEATH_SAMADHI_ASHES_SITE (Trailanga Swami); EXACT_MEETING_INITIATION_SITE (Ramakrishna)","Trailanga Swami woonde hier tientallen jaren tot zijn dood in 1887; zijn samadhi bevindt zich op deze plek, naast een Kali/Shiva-beeld dat hij eigenhandig uithieuw. Sri Ramakrishna bezocht hem hier tijdens zijn grote Kasi-pelgrimage van 1868 en verklaarde dat Trailanga Swami weliswaar een lichaam had aangenomen maar in werkelijkheid Shiva zelf was; beide heiligen communiceerden vooral zwijgend, 'op het niveau van het hart'.","De samadhi-plek/lingam van Trailanga Swami, direct naast het Kali/Shiva-beeld.","Dit is een echte ontmoetingsplek tussen twee grote 19e-eeuwse heiligen, waarvan één een expliciete Mark-prioriteitspersoon (Ramakrishna) — precies het soort verhaal dat het huidige 'geen specifieke episode nodig'-label volledig verhult.","Mark A-besluit 2026-08-02 (VNS-CAND-004); PROTECTED_CANON_BASELINE.csv noteerde al 'Panchganga identity review' als hint naar deze samenhang, zonder de episode expliciet te maken.","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 004; runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMAKRISHNA_MULTIDETECTOR_RECONCILIATION.md (record 17, drieweg bevestigd); extern webonderzoek 2026-09-11 (ramdass.org 'Sri Trailanga Swami — The Walking Lord Shiva of Varanasi'; shreemaa.org travelogue) ter bevestiging van residentie/samadhi op Panchganga Ghat.","STERK voor de Ramakrishna-Trailanga-ontmoeting zelf (drieweg bevestigd door drie onafhankelijke detectoren tegen Ramakrishna-biografische bronnen). MATIG voor de EXACTE ghat-naam: sommige bronnen plaatsen de ontmoeting 'bij Manikarnika', andere bij Panchganga Ghat (de twee liggen dicht bij elkaar in dezelfde noordelijke ghat-boog) — behandel als PROBABLY dezelfde/aangrenzende zone, niet als 100% zekere identieke plek.","30-45 min, contemplatief (samadhi-plek).","HOOG: het huidige 'AOAY relevance is indirect; no specific episode is required'-label verbergt een concreet, drieweg-geverifieerd ontmoetingsverhaal tussen Ramakrishna en Trailanga Swami, en verbergt dat de Math letterlijk op Trailanga Swami's eigen samadhi-plek staat, niet slechts 'geassocieerd' is met hem."
A046,VNS-29,A,Panchganga Ghat,"Historische ghat bij de traditionele samenvloeiing van vijf rivieren; de fysieke ruimte direct voor de Tailanga Swami Math.","Trailanga Swami / Sri Ramakrishna (zelfde context als A045 — dit is letterlijk de ghat waaraan de Math grenst).",PROBABLY,"INDIRECT_CONTEXT; TRADITION_CLAIM","Zie A045: dit is de rivertoegang/openbare ruimte rond de plek van Trailanga Swami's decennialange verblijf en samadhi, en mogelijk (bronnen wisselen) de exacte plek van diens ontmoeting met Ramakrishna.","De ghat-trappen direct voor de Tailanga Swami Math.","Onlosmakelijk verbonden met A045; los daarvan ook een van Varanasi's oudst genoemde ghats (vijf-rivieren-samenvloeiing).","Mark A-besluit 2026-08-02 (VNS-CAND-011).","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 011 (note: 'Identity review against Trailanga meeting lead' — expliciete hint naar dezelfde connectie als A045).","Zie A045 — zelfde matige locatie-onzekerheid.","15-20 min, als onderdeel van hetzelfde blok als A045/A047.","Zonder de A045-context oogt dit als 'nog een ghat'; behandel expliciet als hetzelfde fysieke veld als de Ramakrishna-Trailanga-episode."
A047,VNS-36,A,Bindu Madhav Temple,"Vishnu-tempel in het Panchganga-gebied; de huidige, latere opvolger van een veel beroemdere oorspronkelijke tempel.","Geen Mark Tier-1-persoon; historisch geassocieerd met Chaitanya Mahaprabhu (16e-eeuwse Bengaalse bhakti-heilige, via de Chaitanya Charitamrita-traditie) met de oorspronkelijke, nu verdwenen tempel.",TRADITION_CLAIM,"TRADITION_CLAIM; INDIRECT_CONTEXT","De oorspronkelijke, beroemdere Bindu Madhav-tempel — waaraan Chaitanya Mahaprabhu volgens de traditie zijn verering bracht — stond op de plek waar nu de Alamgir-moskee/Dharahara staat (naastgelegen A* VNS-42) en werd door Aurangzeb vernietigd; de huidige tempel is een latere, verplaatste opvolger.","Het huidige hoofdschrijn — LET OP: dit is niet de oorspronkelijke, Chaitanya-geassocieerde plek zelf.","Illustreert de gelaagde religieuze geschiedenis van de Panchganga-zone; belangrijke identiteitscorrectie (huidige tempel is niet de oorspronkelijke plek).","Mark A-besluit 2026-08-02 (VNS-CAND-022).","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 022.","Chaitanya-verband met de oorspronkelijke tempel is een algemeen erkende historische/religieuze traditie; niet apart Tier-1-geverifieerd door CCI binnen dit taakbudget. De verplaatsing na Aurangzeb's vernietiging is breed gedocumenteerde Varanasi-geschiedenis.","15-20 min.","MATIG: zonder toelichting lijkt dit 'nog een Vishnu-tempel'; de werkelijk interessante laag is dat de huidige tempel NIET op de oorspronkelijke, Chaitanya-geassocieerde plek staat (die is nu de moskee ernaast, A* VNS-42)."
A048,VNS-34,A,Lalita Ghat,"Ganges-ghat met een Nepalese houten pagodetempel in Pashupatinath-stijl, gebouwd in opdracht van een Nepalese koning (19e eeuw).","Geen van Marks prioriteitspersonen.",N/A,INDIRECT_CONTEXT,"Architecturale/culturele curiositeit: Nepalese koninklijke aanwezigheid in Varanasi's ghat-landschap. Geen gedocumenteerde episode van een Mark-prioriteitspersoon.","De pagode-tempel zelf.","Route-side content op de Manikarnika-ghatwandeling; geen persoonslink om te herstellen, wel architectonisch onderscheidend.","Mark A-besluit 2026-08-02 (VNS-CAND-020, 'immediate route-side bycatch').","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 020.","Architecturale/culturele identiteit is onomstreden; geen persoon-provenance te herstellen.","10-15 min.","Geen verborgen persoonslink; eerlijk gerapporteerd als plek zonder Mark-prioriteitspersoon. Zie ook de gaps-nota over mogelijke fysieke overlap met A049."
A049,VNS-35,A,Nepali / Kathwala Temple,"Nepalese-stijl houten pagodetempel bij/aan Lalita Ghat.","Geen van Marks prioriteitspersonen.",N/A,INDIRECT_CONTEXT,"Zelfde architecturale/culturele context als A048; sommige bronnen beschrijven dit als dezelfde fysieke pagode als bij Lalita Ghat, andere als een apart gebouw.","De pagodetempel/het houten schrijn.","Route-side architectonisch/devotioneel content direct op dezelfde route als A048/A052.","Mark A-besluit 2026-08-02 (VNS-CAND-021, 'immediate route-side bycatch').","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 021.","Geen Mark-prioriteitspersoon; identiteitsrelatie tot A048 niet met zekerheid vastgesteld binnen dit taakbudget (zie gaps-bestand).","10-15 min.","Mogelijke fysieke overlap/dubbeltelling met A048 (Lalita Ghat) is niet opgelost — zie apart gaps-bestand; grade van beide NIET gewijzigd."
A050,VNS-32,A,Sankatha Devi Temple,"Devi-tempel op de oude-stad ghat-wandelroute tussen Manikarnika en Panchganga.","Geen van Marks prioriteitspersonen.",NO_DIRECT_PRESENCE,INDIRECT_CONTEXT,"Route-side devotionele stop; geen gedocumenteerde episode van een Mark-prioriteitspersoon gevonden.","Het hoofdschrijn.","Route-side A met weinig extra reistijd maar een eigen, echte fysieke tempelervaring.","Mark A-besluit 2026-08-02 (VNS-CAND-018, 'immediate route-side bycatch').","runs/active/VARANASI-GEO-DELIVERY-REPAIR-001/MARK_DECISIONS_2026-08-02.jsonl; PROTECTED_CANON_BASELINE.csv id 018.","Geen Mark-prioriteitspersoon aanwezig; eerlijk als zodanig gerapporteerd.","10-15 min.","Geen verborgen persoonslink gevonden."
A051,VNS-05,A+,Ratneshwar Mahadev leaning river temple,"Hellende, deels ondergedompelde Shiva-tempel direct naast Manikarnika Ghat, bekend als 'de Toren van Pisa van Kashi'.","Geen van Marks prioriteitspersonen.",N/A,"TRADITION_CLAIM; INDIRECT_CONTEXT","Volgens de bekende bouwlegende liet een dienaar (soms genoemd Ratna Bai) de tempel bouwen als eerbetoon aan zijn moeder; de tempel begon te verzakken/hellen, populair verklaard als een teken dat de zoon zijn moeders eigen verdienste/bedevaart had 'overtroffen'.","De hellende tempel-toren zelf, deels in het water.","Markant fysiek/visueel landmark direct voorafgaand aan Manikarnika in Marks dagblok; hoge intrinsieke nieuwsgierigheidswaarde.","Mark A-besluit; retained als eigen A+-landmark binnen de Manikarnika-wereld.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/VARANASI_LP_MARK_TIME_DECISIONS_2026-08-27.md item 10; PROTECTED_CANON_BASELINE.csv id 038.","Bouwlegende is algemeen bekend/populair overgeleverd, niet Tier-1 tegen een primaire bron geverifieerd.","45-60 min zoals reeds gepland.","Geen verborgen persoonslink; wel de moeite waard om de bouwlegende te vertellen in plaats van alleen 'hellende tempel'."
