A_NUMBER,SOURCE_ID,GRADE,PLACE_NAME,PLAIN_DUTCH_WHAT_IS_IT,PRIORITY_PERSONS,PERSON_WAS_PHYSICALLY_HERE,LINK_TYPE,WHAT_HAPPENED_HERE_EXACTLY,EXACT_SUBPLACE_MARK_SHOULD_SEEK,WHY_MARK_WOULD_CARE,ORIGINAL_A_OR_A_PLUS_REASON,ORIGINAL_PROVENANCE_FILES_OR_COMMENTS,EVIDENCE_STRENGTH,CONTEMPLATIVE_DWELL_RECOMMENDATION,PRESENTATION_WARNING
A068,TIR-03,A,Virupaksha Cave,"Grot op Arunachala waar Ramana Maharshi jarenlang woonde.","Sri Ramana Maharshi.",YES,"EXACT_RESIDENCE; EXACT_MEDITATION_PRACTICE_SITE","Ramana woonde hier van ca. 1899 tot 1916 (17 jaar); de grot is vernoemd naar de 13e-eeuwse Tamil-heilige Virupaksha Deva, wiens eigen samadhi zich in de grot bevindt — Ramana leefde en mediteerde dus letterlijk boven de rustplaats van een eerdere heilige.","De grot zelf, inclusief Virupaksha Deva's samadhi binnenin.","Ramana's langste enkele verblijfplek op de heuvel; een directe, fysieke voortzetting van een oudere heilige-lijn.","Kernonderdeel van de Ramana-biografische pelgrimsroute op Arunachala.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (record 17/R046/RM-037, drieweg bevestigd).","ZEER STERK: drieweg onafhankelijk bevestigd.","45-90 min, contemplatief.","LAAG-MATIG: huidige omschrijving is redelijk maar noemt niet dat Ramana hier letterlijk boven een oudere heilige's samadhi leefde."
A069,TIR-04,A,Skandashram,"Hermitage boven Virupaksha Cave waar Ramana later woonde.","Sri Ramana Maharshi; zijn moeder Alagammal.",YES,"EXACT_RESIDENCE; EXACT_DEATH_SAMADHI_ASHES_SITE (moeder Alagammal)","Ramana woonde hier van 1916 tot 1922. In 1922 overleed zijn moeder Alagammal OP DEZE PLEK; haar overlijden hier was het directe biografische keerpunt dat leidde tot de stichting van Sri Ramanasramam bij haar samadhi-plek onderaan de heuvel (het huidige A076).","De hermitage zelf; de exacte plek van moeders overlijden binnen het complex.","Niet alleen Ramana's woonplek, maar ook de sterfplek van zijn moeder — een cruciaal biografisch keerpunt dat rechtstreeks tot Sri Ramanasramam leidde.","Kernonderdeel van de Ramana-biografische pelgrimsroute.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (record 21/R052-53/RM-042, drieweg bevestigd).","ZEER STERK: drieweg onafhankelijk bevestigd, inclusief het specifieke detail 'moeders sterfplek'.","45-60 min, contemplatief.","HOOG: het huidige label ('hermitage where Ramana later lived') verbergt volledig dat dit ook de sterfplek van zijn moeder is — een cruciale, doorslaggevende biografische gebeurtenis die rechtstreeks tot de stichting van Sri Ramanasramam leidde."
A070,TIR-06,A,Gurumurtam,"Plek in Tiruvannamalai waar Ramana kort na aankomst verbleef.","Sri Ramana Maharshi.",YES,"EXACT_RESIDENCE; EXACT_MEDITATION_PRACTICE_SITE","Ramana verbleef hier kort na zijn aankomst als 16-jarige in Tiruvannamalai (1896-1897/98, exact jaartal betwist — zie gaps), in een vervallen tempel, in zo'n diepe meditatieve verzonkenheid dat hij zich niet bewust was van insectenbeten en de verwaarlozing van zijn eigen lichaam.","De (vervallen) tempelruimte waar hij zat.","Een van de meest indrukwekkende, letterlijk lichamelijk-extreme episodes uit Ramana's vroege biografie.","Kernonderdeel van de vroege-Ramana-biografische route.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (record 15/R037/RM-029, drieweg bevestigd; datumconflict expliciet genoteerd).","STERK voor de episode zelf (drieweg bevestigd); het exacte jaartal (1897 vs. 1898) is een drievoudig erkend, onopgelost bronconflict — zie gaps-bestand.","30-45 min.","MATIG: huidige 'Site associated with Ramana's early period' is te vaag voor wat een van de intensere, lichamelijk-extreme episodes uit zijn biografie is."
A071,TIR-07,A,Pavalakunru,"Arunachala-uitloper met eigen tempel, verbonden aan Ramana's vroege geschiedenis.","Sri Ramana Maharshi.",YES,EXACT_RESIDENCE,"Onderdeel van Ramana's vroege omzwervingen rond de voet van Arunachala, voordat hij zich permanent op de heuvel zelf vestigde.","De tempel op de uitloper.","Nog een specifiek, eigen Ramana-plek uit de vroege periode, apart van de hoofdberg.","Kernonderdeel van de vroege-Ramana-biografische route.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (record 16/R042-43/RM-034, drieweg bevestigd).","STERK: drieweg bevestigd.","20-30 min.","LAAG-MATIG."
A072,TIR-10,A,The Inner Child,"Café/restaurant in Tiruvannamalai, diner na de heuvel-/biografiedag.","Geen.",N/A,MODERN_MEMORIAL_ONLY,"Puur een door Mark gewaardeerd eet-adres.","N.v.t.","Positieve Mark-restaurantvoorkeur, expliciet zonder sightseeing-gewicht.","Mark-restaurantgrade.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/TIRUVANNAMALAI_FILE_INDEX.md; governance/CURRENT_DECISIONS_MASTER.md sec.11.","N.v.t.","Etentijd.","Geen."
A073,TIR-08,A,Giripradakshina / Girivalam 14km circuit,"De 14 km omloop-wandeling rond de voet van Arunachala.","Sri Ramana Maharshi.",YES,"REPEATED_VISIT_SITE; EXACT_MEDITATION_PRACTICE_SITE","Ramana beval giripradakshina expliciet aan en beoefende het zelf herhaaldelijk als spirituele praktijk. Op de route ligt 'Ramana's Bridge', vernoemd naar een plek waar hij tijdens overstromingen moest wachten — bevestigd door beide externe detectoren, met een uitdrukkelijke 'DEELS'-kwalificatie voor de moderne bouwkundige continuïteit van de huidige brug.","Ramana's Bridge onderweg (met erkende onzekerheid over moderne bouwkundige continuïteit).","Dit is niet slechts 'een wandeling om een berg', maar Ramana's eigen aanbevolen en persoonlijk beoefende spirituele praktijk.","Centrale Arunachala-pelgrimspraktijk.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (R067/RM-049, Ramana's Bridge).","STERK voor Ramana's eigen beoefening/aanbeveling (breed gedocumenteerd in Ramana-literatuur); MATIG voor de exacte moderne locatie/continuïteit van 'Ramana's Bridge' zelf (expliciet 'DEELS' in de bronnen).","Reeds 4.5 uur gepland (04:30-09:00) — passend voor deze fysiek/spiritueel zware praktijk.","MATIG: huidige omschrijving noemt Girivalam correct als 'central Arunachala pilgrimage practice' maar mist dat Ramana het zelf actief beoefende en aanbeval, en mist Ramana's Bridge als concreet subpunt onderweg."
A074,TIR-05,A,Arunachaleswarar / Annamalaiyar Temple,"Groot Shiva-tempelcomplex aan de voet van Arunachala, een van de grootste tempelcomplexen van India.","Sri Ramana Maharshi.",YES,"EXACT_MEDITATION_PRACTICE_SITE; EXACT_EVENT_SITE","Vlak na zijn aankomst in Tiruvannamalai (1896) trok de 16-jarige Ramana zich terug in de ondergrondse kluis Patala Lingam, onder de Duizendzuilenhal (Ayiram Kaal Mandapam) van DEZE tempel. Hij bleef daar wekenlang in zo'n diepe samadhi verzonken dat hij zich niet bewust was van mieren-/ongediertebeten en de verwaarlozing van zijn eigen lichaam, totdat tempelbezoekers/sadhu's hem naar buiten droegen. Hij verbleef ook enige tijd bij de Gopura Subramanya-schrijn binnen hetzelfde complex.","De Patala Lingam-kluis onder de Duizendzuilenhal (Ayiram Kaal Mandapam); de Gopura Subramanya-schrijn.","Een van de meest dramatische, letterlijk levensbedreigende episodes uit Ramana's biografie gebeurde BINNEN deze exacte tempel — volledig verhuld door het huidige generieke tempel-label.","Kernonderdeel van de Arunachala-sacrale wereld; 'natural late-afternoon anchor after Girivalam recovery'.","runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md (record 11/R028-29/RM-023-24, drieweg bevestigd door alle drie detectoren).","ZEER STERK: drieweg onafhankelijk bevestigd door intern-, extern-ChatGPT- en IndiaGEEL-detectoren, gebaseerd op Ramana-biografische bronnen.","60-90 min, met bewuste tijd bij de Patala Lingam-kluis.","ZEER HOOG — dit is precies het type fout dat de governance-regel wil corrigeren (vergelijkbaar met het Hanuman Garhi/Maharajji-voorbeeld uit de opdracht): 'a large Shiva temple complex' verbergt volledig dat Ramana Maharshi hier wekenlang in een ondergrondse kluis in doodsverachtende samadhi zat — een kernepisode van zijn vroege leven."
A075,TIR-11,A,Amutham,"Restaurant in Tiruvannamalai, diner na Arunachaleswarar Temple.","Geen.",N/A,MODERN_MEMORIAL_ONLY,"Puur een door Mark gewaardeerd eet-adres.","N.v.t.","Positieve Mark-restaurantvoorkeur, expliciet zonder sightseeing-gewicht.","Mark-restaurantgrade.","governance/CURRENT_DECISIONS_MASTER.md sec.11.","N.v.t.","Etentijd.","Geen."
A076,TIR-02,A,Sri Ramanasramam,"Ramana Maharshi's ashram aan de voet van Arunachala, met samadhi-hallen en bibliotheek.","Sri Ramana Maharshi (WEL fysiek gewoond en overleden) EN Paramahansa Yogananda (bezocht Ramana hier persoonlijk op 29 nov. 1935).",YES,"EXACT_RESIDENCE; EXACT_DEATH_SAMADHI_ASHES_SITE (Ramana); EXACT_MEETING_INITIATION_SITE (Yogananda-Ramana)","Ramana leefde en onderwees hier van 1922 tot zijn dood op 14 april 1950; de Samadhi Hall bevat zijn fysieke rustplaats. Yogananda bezocht hem hier op 29 november 1935 samen met vier anderen, arriveerde om 8:45 uur en at die dag met de groep in de ashram (vastgelegd in 'Talks with Sri Ramana Maharshi', Talk 106-108). Bewaard gebleven archieffilmbeeld toont Ramana gezeten op een bankje direct ten noorden van de Old Hall, met Yogananda en Paul Brunton in de buurt.","De Samadhi Hall (Ramana's rustplaats); Mother's Shrine; de Old Hall; het bankje direct ten noorden van de Old Hall (exacte plek van het bewaarde gefilmde Yogananda-moment).","Een van de sterkste kruisverbindingen in de hele reis tussen twee van Marks prioriteitspersonen (Yogananda + Ramana), met een fysiek precieze locatie dankzij bewaard archieffilmmateriaal — Mark zelf noemde dit expliciet belangrijk.","'Mark explicitly stated that knowing the exact physical place of Yogananda's meeting with Ramana Maharshi is highly important for him and materially increases his desire to visit Arunachala/Tiruvannamalai.'","research/YOGANANDA_RAMANA_ARUNACHALA_POST_FREEZE_NOTE_2026-08-18.md; runs/active/TOP11-RAMANA-RAMAKRISHNA-MULTIDETECTOR-RECONCILIATION-001/RAMANA_MAHARSHI_MULTIDETECTOR_RECONCILIATION.md; Sri Ramanasramam Archival Films booklet (archive.arunachala.org/docs/archival-films-booklet) en Talks 106-108 (archive.arunachala.org/docs/talks-wsrm/106-108).","ZEER STERK voor de ontmoeting zelf (Talks with Sri Ramana Maharshi is een primaire tekst) en voor de gefilmde bankje-locatie (archiefboekje); de bron zelf waarschuwt expliciet dat het bevestigde bankje de plek van de GEFILMDE SCÈNE is, niet met zekerheid de plek van het VOLLEDIGE gesprek — dit onderscheid moet behouden blijven, niet overdreven worden.","Reeds gepland als volledige immersiedag (07:30-16:30) — passend.","ZEER HOOG: dit is de belangrijkste gemiste presentatiekans in de hele Tiruvannamalai-cluster — de huidige PDF noemt Yogananda nergens bij Ramanasramam, terwijl Mark zelf expliciet zei dat dit zijn bezoekwens materieel vergroot."
A077,DEL-01,A+,Nirmal Dham / Shri Mataji Nirmala Devi Ashram,"Sahaja Yoga-ashram/meditatiecentrum in zuidwest-Delhi (Chhawla).","Shri Mataji Nirmala Devi (oprichtster van Sahaja Yoga; Marks persoonlijke devotionele focus, niet in de AOAY/Kriya-lijn).",YES,"EXACT_DEATH_SAMADHI_ASHES_SITE; PERSON_FOUNDED_SITE; LINEAGE_INSTITUTION","BELANGRIJKE CORRECTIE: dit is niet slechts 'een ashram geassocieerd met' haar. Shri Mataji overleed op 23 februari 2011 in Genua, Italië; haar lichaam werd naar Delhi overgevlogen (aangekomen 27 feb. 2011) en rust sindsdien in een mausoleum/samadhi-schrijn op Nirmal Dham. Het complex functioneerde ook al tijdens haar leven als Sahaja Yoga-ashram/meditatiecentrum.","Het mausoleum/samadhi-schrijn zelf, niet slechts het bredere ashramterrein.","Dit is letterlijk haar graf/rustplaats, niet alleen een instituut in haar naam — een veel directere fysieke aanwezigheid-claim dan het huidige 'sacred ashram destination'-label suggereert.","'Personal spiritual driver for Mark; the fixed A+ Delhi anchor' — enige intrinsieke Delhi-A+-anker.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/DELHI_A_PLUS_MARK_SELECTION_SLICE.md (2026-08-24, 'resting place since 23 Feb 2011'); decisions/DELHI_MINIMAL_FIXED_CORE_MARK_DECISION_2026-08-31.md; decisions/NIRMAL_DHAM_FINAL_DELHI_PLACEMENT_MARK_DECISION_2026-09-09.md; extern webonderzoek 2026-09-11 (New York Times-overlijdensbericht via legacy.com; Sahaja Yoga-blog februari 2011) ter bevestiging van de mausoleum-status.","STERK: meerdere onafhankelijke bronnen (overlijdensberichten, de officiële Sahaja Yoga-bezoekurenpagina die zelf al 'resting place since 23 Feb 2011' vermeldt) bevestigen consistent dat dit haar daadwerkelijke samadhi/mausoleum is.","2 uur zoals gepland (11:00-13:00) — passend gezien de aard van een rustplaats, geen sightseeing-object.","HOOG: de huidige omschrijving 'Sacred ashram destination associated with Shri Mataji Nirmala Devi' verbergt volledig dat dit letterlijk haar graf/mausoleum is sinds 2011, niet slechts een instituut 'geassocieerd met' haar."
A078,DEL-03,A,Lotus Temple / Baha'i House of Worship,"Lotusvormig Baha'i-gebedshuis in zuid-Delhi, open voor alle religies.","Geen van Marks prioriteitspersonen.",N/A,INDIRECT_CONTEXT,"Architecturaal/interreligieus contemplatief gebouw (1986 voltooid); geen gedocumenteerde episode van een Mark-prioriteitspersoon.","Het hoofdgebedsruimte-interieur.","Architecturale en stille-ruimte-waarde voor de laatste Delhi-dag; eerlijk zonder persoonslink.","Algemeen-reizigersinteresse item op de finale-Delhi-dag.","runs/active/INDIA10-CLUSTER-COVERAGE-REAUDIT-001/DELHI_A_PLUS_MARK_SELECTION_SLICE.md.","Geen Mark-prioriteitspersoon aanwezig; eerlijk als zodanig gerapporteerd.","30-45 min, stil zitten in de gebedsruimte kan waardevol zijn.","Geen verborgen persoonslink — dit is terecht een architecturaal/contemplatief item zonder biografische claim."
A079,DEL-02,A,PVR Priya IMAX,"Historische standalone bioscoop met laser-IMAX-scherm in Vasant Vihar, Delhi.","Geen.",N/A,MODERN_MEMORIAL_ONLY,"Culturele/entertainment-ervaring, voorwaardelijk aan een geschikte Hindi/Bollywood-titel en showtime; geen historische/spirituele episode.","N.v.t.","Authentieke, niet-moderne bioscoopervaring die Mark expliciet verkoos boven de moderne PVR Select Citywalk ('Dan ga ik liever in NL naar IMAX. Te modern.').","Expliciet Mark-besluit 2026-09-02: Priya [A] blijft geselecteerd, Select Citywalk [C].","decisions/DELHI_PVR_SELECT_CITYWALK_C_MARK_DECISION_2026-09-02.md.","N.v.t. — dit is een cultureel/entertainment-item, geen persoon-provenance-claim.","Filmtijd, geen stilte-aanbeveling van toepassing.","Geen — terecht gepresenteerd als voorwaardelijke culturele ervaring zonder persoonslink."
