surface_type,ref_or_commit,path_or_identifier,blob_sha_or_comment_id,size_if_known,semantic_type,read_status,duplicate_of,relevance,currentness_class,superseded_by,conflict_id,knowledge_output_destination,notes
pr_comment,PR#23,pull/23 comment 2026-08-18T21:33:20Z,5334329091,3412,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-18T21:36:02Z,5334354619,1231,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-18T21:42:15Z,5334415453,1284,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T06:17:28Z,5338304583,1718,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T06:27:47Z,5338386166,3184,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:07:32Z,5339299346,1360,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:08:55Z,5339313809,522,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:11:37Z,5339344304,888,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:24:42Z,5339498151,3350,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:44:59Z,5339698378,632,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:53:25Z,5339798232,3275,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T08:54:53Z,5339821932,1106,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T09:02:40Z,5339913685,764,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T11:17:12Z,5341382246,4372,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T11:53:25Z,5341738895,1594,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T11:54:22Z,5341748103,1417,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T12:10:23Z,5341912589,4470,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T12:59:25Z,5342451169,1179,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T13:18:39Z,5342696436,4326,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T13:29:33Z,5342829749,728,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T13:41:22Z,5342972914,3340,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T14:12:08Z,5343349675,761,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T14:36:31Z,5343659113,3857,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T14:47:00Z,5343788887,764,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T14:48:29Z,5343807832,689,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T16:13:50Z,5344855935,3740,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-19T16:22:32Z,5344956301,3418,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T09:15:09Z,5353882287,3676,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T09:18:36Z,5353920856,3040,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T09:30:08Z,5354042747,4288,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T10:32:13Z,5354697915,3202,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T10:43:08Z,5354801915,2773,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T10:56:57Z,5354940597,4208,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-20T22:12:37Z,5362622659,3100,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-22T19:07:12Z,5382099046,2013,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T09:29:19Z,5385302391,1089,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T09:35:20Z,5385324762,2753,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T10:49:02Z,5385605379,549,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T11:00:29Z,5385648250,3806,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T11:40:40Z,5385803150,2026,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T11:47:50Z,5385831815,3035,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T11:57:54Z,5385871178,1844,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:00:16Z,5385880812,2017,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:03:15Z,5385894020,1328,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:04:35Z,5385899624,1752,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:10:59Z,5385927294,1927,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:13:10Z,5385936388,2088,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:22:28Z,5385973637,3702,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:26:25Z,5385989480,1228,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:27:45Z,5385994767,3189,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:35:44Z,5386027453,1914,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:37:19Z,5386033761,3522,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T12:41:13Z,5386048956,2354,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T13:15:49Z,5386192300,7256,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T13:28:17Z,5386247756,3483,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T13:53:08Z,5386359331,1730,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T13:54:40Z,5386365708,1560,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:06:08Z,5386414743,11877,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:06:59Z,5386418747,2627,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:09:26Z,5386430977,1571,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:11:13Z,5386438762,1404,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:11:35Z,5386440442,1247,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:19:11Z,5386474422,3888,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:22:40Z,5386490379,4572,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:35:08Z,5386547283,5146,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:39:31Z,5386566884,8152,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:42:30Z,5386580739,6271,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:50:23Z,5386615956,3307,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:52:09Z,5386623931,10017,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T14:59:59Z,5386659392,2233,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T15:01:47Z,5386667805,3981,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T15:09:37Z,5386704900,10337,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T15:10:11Z,5386707526,1500,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T20:41:56Z,5388354228,434,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T20:42:02Z,5388354742,447,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-23T20:57:30Z,5388421716,1416,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-24T07:46:31Z,5392193197,1333,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-24T08:32:48Z,5392664248,2347,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-24T08:34:36Z,5392683442,3303,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-24T18:50:04Z,5399820255,257,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-24T18:53:54Z,5399861670,3228,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-26T08:46:59Z,5422849702,757,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-26T08:59:58Z,5422990346,634,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-26T10:11:00Z,5423808061,2424,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-26T10:18:13Z,5423887291,7019,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-27T09:34:55Z,5437136583,491,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-27T09:53:42Z,5437336989,4370,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-27T09:53:55Z,5437339395,1485,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-28T07:26:26Z,5449691915,31651,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-28T07:27:31Z,5449701126,16150,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-28T15:28:09Z,5454420305,9714,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-28T15:32:47Z,5454468961,20475,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-28T15:40:54Z,5454553215,1156,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_comment,PR#23,pull/23 comment 2026-08-28T15:45:27Z,5454600198,1316,discussion_prose,READ_FULL,,HIGH,MIXED_SEE_ATOMS,,,KNOWLEDGE_ATOMS.jsonl,full read in 11 chunks
pr_review_comment,PR#23,pull/23 review threads,0,0,none,READ_FULL,,NONE,N/A,,,,API reports totalCount=0 review threads
pr_body,PR#24,pull/24 body,PR24_BODY,,markdown_prose,READ_FULL,,MEDIUM,HISTORICAL_PROVENANCE_ONLY,,,,114-location atlas on agent/add-yogananda-location-atlas; 0 comments; never merged
pr_body,PR#25,pull/25 body,PR25_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,MEDIUM,HISTORICAL_PROVENANCE_ONLY,,,,no-op
pr_body,PR#26,pull/26 body,PR26_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,MEDIUM,HISTORICAL_PROVENANCE_ONLY,,,,no-op
pr_body,PR#21,pull/21 body,PR21_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#16,pull/16 body,PR16_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#15,pull/15 body,PR15_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#14,pull/14 body,PR14_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#13,pull/13 body,PR13_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#12,pull/12 body,PR12_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#11,pull/11 body,PR11_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#10,pull/10 body,PR10_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#9,pull/9 body,PR9_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#8,pull/8 body,PR8_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#7,pull/7 body,PR7_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#6,pull/6 body,PR6_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#5,pull/5 body,PR5_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#4,pull/4 body,PR4_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#3,pull/3 body,PR3_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
pr_body,PR#2,pull/2 body,PR2_BODY,,markdown_prose,READ_METADATA_AND_TITLE,,LOW,HISTORICAL_PROVENANCE_ONLY,,,,pipeline era
issue,ISSUE#22,issues/22,ISSUE22,,markdown_prose,READ_FULL,,HIGH,CURRENT_PREFERENCE,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,Mark product contract: GOUD = decidable PDF + full choice KML; per-candidate format; minimal Mark handling
issue,ISSUE#20,issues/20,ISSUE20,,markdown_prose,READ_FULL,,LOW,HISTORICAL_PROVENANCE_ONLY,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,COMPLETION_FIRST_MODE pipeline rule; pipeline generation retired
issue,ISSUE#19,issues/19,ISSUE19,,markdown_prose,READ_FULL,,LOW,HISTORICAL_PROVENANCE_ONLY,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,superseded by later Varanasi decisions
issue,ISSUE#18,issues/18,ISSUE18,,markdown_prose,READ_FULL,,HIGH,CURRENT_PREFERENCE,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,"transport rules: train/plane long haul, NEVER bus, car/taxi short+mountain+first/last mile, backpack+23kg, door-to-door comparison"
issue,ISSUE#17,issues/17,ISSUE17,,markdown_prose,READ_FULL,,HIGH,CURRENT_PREFERENCE,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,train-stop mapping policy; a train halt never automatically becomes A; only Mark changes A/B/C
issue,ISSUE#1,issues/1,ISSUE1,,markdown_prose,READ_FULL,,HIGH,CURRENT_CANON,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,Mark decision: NO Tibet Kailash/Adi Kailash/Om Parvat this winter trip - future separate pilgrimage; local Haidakhan-Kailash layer relevant; Badrinath winter-closed reserved for future Babaji pilgrimage; A/B/C/U vocabulary correction
issue,ISSUE#27,issues/27,ISSUE27,,markdown_prose,READ_FULL,,LOW,HISTORICAL_PROVENANCE_ONLY,,,MARK_CURRENT_CANON_MASTER.md;CURRENT_TRAVEL_EXECUTION_CANON.md,no content
issue_comment,ISSUE#1,issues/1 comments (2),4948377866;4948848862,,discussion_prose,READ_FULL,,HIGH,CURRENT_CANON,,,MARK_CURRENT_CANON_MASTER.md,Kailash closure + A/B/C/U vocabulary correction note
