current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,governance/SWEEP_PROTOCOL.md,2646f4d59ad7182e9581738518de7a3f2d3251d0,64872,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,governance/TRIP_FRAME_HARD.md,cd506d251b18b0f540185c6d77561d016d44fe84,2729,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,governance/scripts/preflight_validator.py,d527e0ed90f5824b1352de8aec99a25c74fad511,14885,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,governance/scripts/validate_successor_boot.py,4c524b5f3cf2352553d4a0d5cec844e7cf1f8acb,3261,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA6_TO_INDIA7_2026-08-18.md,7e86d8ed384c6cb7804a9ffe09d24c93302fceec,11332,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA6_TO_INDIA7_LIVE_DELTA_2026-08-18_2359.md,875a41271ffe04fb86cb35bcc45ccb76aade2ca0,2215,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA8_TO_INDIA9_DISPATCH_2026-08-20.md,419fb5074fa838e8234eb155495d9fc6b1f043df,2892,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA8_TO_INDIA9_FINAL_BOOT_2026-08-23.md,c8b640664b8d62e7e6dfe851be4b518c9df20a44,12147,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA8_TO_INDIA9_LIVE_2026-08-19.md,4ab1cbdc5541bb69e10a4a79176f989654851fe1,8252,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA8_TO_INDIA9_LIVE_DELTA_2026-08-20_0906.md,25c6b199ecf6047091badf69f45e0ed96ed99eb2,1573,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA8_TO_INDIA9_QUARTER_HOUR_PLANNING_DELTA_2026-08-23.md,6b73a5e6a1f055c81e6932b51e35297f00823cfe,12960,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA9_OPTIMIZATION_REPORT_2026-08-23.md,4a0577cb58fde6b00b6e190587d154e27a0f8030,4827,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,handoffs/INDIA9_TO_INDIA10_SUCCESSOR_BOOT_2026-08-23.md,e214bd7d7bb6df7f07733642eded988f7ae057d2,3754,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/.write_test_20260724.tmp,c2926a334d8ce0cd2e55b3aa8b1d5102fc88d9f5,35,non_semantic_scaffold,CLASSIFIED_NON_SEMANTIC,,NONE,HISTORICAL_PROVENANCE_ONLY,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/.write_test_20260724_2.tmp,cdfd51e3aabfe50a84825fe568cfe469fc09ae07,41,non_semantic_scaffold,CLASSIFIED_NON_SEMANTIC,,NONE,HISTORICAL_PROVENANCE_ONLY,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/ACTIVE_SYSTEM.yaml,aa5fd0b289f2c71de789b93c03f6880de027c3d6,389,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/README.md,e7c913dba18d6cf7b33afef184e070f0b3717f5b,1244,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/START.md,3a78386f37cab18366e60039907462ee536618b9,1392,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/BRONS-AUTOBATCH.md,566043e37c68c45e03d91424ddcdab1c7406c032,4608,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/BRONS-B01.md,46320f1ffc119fe475f7ed8a3637ad25ab5d0594,2143,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/BRONS-B02.md,1229ead7072e71b69570b181d2e7f934fb0b99e4,649,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/BRONS-B03.md,d2d4c9ba20ca0b570c0e8ffa3cf41a318ad47b84,649,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/BRONS-B04.md,a66d0a2ccfd04ba151f4f7a755ca824cc675e97e,650,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/GOUD.md,ec28c2ee62c247dca8d663ca85448518d9ffa8c6,838,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/ZILVER-Z01.md,a3407ddb04e437aaefff481990a0db5ef8ceb70b,806,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/prompts/ZILVER-Z02.md,d3a60d0014547b0e8a5a62cf36f243cb91ca2007,800,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/GEO.md,0bef66e66904927c717722c531d0dc594e87a6da,1279,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/GITHUB_REQUIRED.md,c2bac54a2b3789d308888149f9ae2727b9752b99,965,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/INDIA5-PROTOCOL.md,9415c5c2892478263d86caa04b4dcd96a8a93c89,22227,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/INDIA5_REGION_START_PROTOCOL.md,bbdae28e9b9e837519e924bed961c679d31d288b,15991,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/MARK_DECISIONS.md,1c64ca4c0884a1e0c5d7dfcfa384719047b05c16,582,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/NOT_TO_BE_MISSED_FRAMEWORK.md,97d4cc03a4d20b81a252fbd5eca94421975a3375,17419,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/PRACTICAL_DELIVERY.md,f3e8782e656be196aa3b7143836dd6cefcdda713,717,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/RESEARCH_QUALITY.md,94b146ab146b04df041cf4c5b7ba329f84fdaa11,778,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/protocols/ROLE_HANDOFF.md,5372c5bce2ac4d11eaa4c32ee7563a8565225ce5,798,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/registries/DETECTOR_LIBRARY.jsonl,e56129f0f84558f376e2151e441a24fb97e99420,1455,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/registries/DETECTOR_RUN_HISTORY.jsonl,a96ece8fd4c2f031b73c491c687e36c6a8f52f4c,1077,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/roles/BRONS.md,ec7353f6f2fad0aebf98c3a58c4bb9ab6bc9add1,2281,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/roles/GOUD.md,fc8cf880d7df95af976a28477680c3712d825f75,937,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/roles/PRE-BRONS.md,af0ca9ab3afd7e48f1c9ea26a13632bc2feef262,4239,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/roles/ZILVER.md,496c382f4de55c795a52e37c132de9502f39b9d6,964,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/scripts/validate_detector_library.py,2e7400fdbe31bb4b559c69e6ab86e09437741fc3,3038,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/scripts/validate_pre_brons_brief.py,dd156450867ca78f69ad899cee6ac4ceaebf1d6d,4450,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/BATCH_OUTPUT.md,6103402f5d12dfb7a55d4752152d7782cdee335d,1261,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/BRONS_HANDOFF.md,5cb708c2b8a47d36da414bcd0ddcad8dc3cb7f6a,594,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/GOUD_COMPLETION.md,08da45fd8c4cfa595eec3b68bbf83764ae77cca0,265,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/GOUD_PDF_TEMPLATE.md,698f32857d5d288dee14bb0e3b46ede6a7533f8a,6849,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/PRE_BRONS_REGION_CONTENT_BRIEF_TEMPLATE.md,d2c851fc31cfba377c9f974c28657ff3960cefbc,2824,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/RUN.yaml,345d48b29b6f73e0acfa3e802ff0593fce4347ad,380,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india4/templates/ZILVER_HANDOFF.md,13079c5591f3e835469f3abf6a09e856d4be413e,662,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/.gitignore,7a60b85e148f80966a550e5ab6a762a907c69ca6,19,non_semantic_scaffold,CLASSIFIED_NON_SEMANTIC,,NONE,HISTORICAL_PROVENANCE_ONLY,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/ACTIVE_STATE.md,770a728bb8ebbf15b9b9aa31408d17e31edd33fc,775,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/GOVERNANCE.md,2dc1a9087029a25206ddfbfafdadc527d9bf6c69,8102,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/INDIA3_HANDOFF.md,7583664377c3733ebf4624391fff02c7b317edd3,11625,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/INDIA3_START_PROMPT.md,c19dda8213d217c4d4f4c1904d28e4c15950369e,4438,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/TASK_PROTOCOL.md,7a06c4012c330e76e97d5b2464fc69adec30ca33,16182,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/reports/VARANASI_041_045_DEEPENING_CHECK.md,99d86b1bf85893c2bf7111232e859df8fcf84b81,10586,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/reports/VARANASI_DISCOVERY_COVERAGE_003_REPORT.md,386a6ef03337a1dbba64fd586d84ba289240d43f,14448,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/reports/VARANASI_NOT_TO_BE_MISSED_041_045_REASSESSMENT.md,0bfff07bb3a3d4f4d4eada37c27599795887799c,10391,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/schemas/knowledge_gate.schema.json,2ff33f5d66e42c645b7b3377171b7b9c28139415,1784,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/schemas/status.schema.json,3304052bb6ddcf34112d4e7936816092c0b288d6,3320,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/schemas/task.schema.json,f4aed1b926c914df5a948f5a15ffa9e9290ce93f,3625,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/check_forbidden_writes.py,425b80fa98f407da78550d130130476aef2f00b8,5334,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/claim_task.py,7f960df02cd9dc24c08955fa78eae40cd5d8c468,5079,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/complete_task.py,c5fda8b42493b0648ae3a2caddad364b8a3743df,5596,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/resolve_task_commits.py,44929bce997bad2b48afe584154087438067609b,2606,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/validate_global_numbering.py,699649972b04c0fc7831a3ac126cb26449e75796,4355,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/validate_knowledge_gate.py,f133eebd3eeff9d7f2a53b3dc5b6253dfd345dd4,3117,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/scripts/validate_task.py,af9b2199b3e924b38774436a448f9618b226dc96,10263,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/active/.gitkeep,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,non_semantic_scaffold,CLASSIFIED_NON_SEMANTIC,,NONE,HISTORICAL_PROVENANCE_ONLY,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/active/INDIA5-VNS-DISCOVERY-SATURATION-004/STATUS.yaml,60b8fc0f649b3f80d0aa21dad4c255a362aa8574,1678,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/active/INDIA5-VNS-DISCOVERY-SATURATION-004/TASK.md,42b39564b8c1590c7fca5a32b99b63cd5844f8a8,4364,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/active/INDIA5-VNS-DISCOVERY-SATURATION-004/TASK.yaml,ca0c74f8dc69a14f162522a5407265470bd80eba,1634,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/.gitkeep,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,non_semantic_scaffold,CLASSIFIED_NON_SEMANTIC,india5/tasks/active/.gitkeep,NONE,HISTORICAL_PROVENANCE_ONLY,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-HARDEN-002/PRE_BRONS_HOLD_INVENTORY.md,acc587da227a4de92f4853d0a981055d6e08f71e,5266,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-HARDEN-002/RESULT.md,96310e3c1da7bb3e54b34e9781f5e8b86c576985,11713,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-HARDEN-002/STATUS.yaml,1f9c4559b9c7ca336deacfdcdd6d652f49554682,1631,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-HARDEN-002/TASK.md,f753d1f05443b0cd5a1f1b12a54d91fcb002de9e,4161,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-HARDEN-002/TASK.yaml,7a93107e9901740f431a218afccd1053587ca6a5,937,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-TEST-001/RESULT.md,5cb82e1e0ece3f59f2c2acdef284ed767999a1b2,954,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-TEST-001/STATUS.yaml,fba52c774580fec3c05c5bb70256295d4a517b69,641,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-TEST-001/TASK.md,ee35369be46da2e365cc4a0f3b07ccc7eeee425d,1414,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-TEST-001/TASK.yaml,a1e5047a383cac944ac6ba671eb80db9cde11b9c,875,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-ARCH-TEST-001/TEST_OUTPUT.md,1604a2ca23352af91b32e96c241e26328d7739bd,2601,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-VNS-DISCOVERY-COVERAGE-003/RESULT.md,12fe39d5e37e5445cb53c02d3316f14d59e0366d,8061,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-VNS-DISCOVERY-COVERAGE-003/STATUS.yaml,2002a830af13189e3e2e1700b98883673bcf324a,905,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-VNS-DISCOVERY-COVERAGE-003/TASK.md,28fe33e58f31cb15df17f01bbfb6bae5b378a9aa,4310,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/done/INDIA5-VNS-DISCOVERY-COVERAGE-003/TASK.yaml,462b4506b34a44fa2fa232136909f6b1f7c396a3,1930,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/tasks/failed/.gitkeep,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,0,non_semantic_scaffold,CLASSIFIED_NON_SEMANTIC,india5/tasks/active/.gitkeep,NONE,HISTORICAL_PROVENANCE_ONLY,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,india5/templates/KNOWLEDGE_GATE_REVIEW_TEMPLATE.md,d9d569101065a2f70e46fb5241ff005db3de69c7,1783,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,pipeline/ACTIVE_SYSTEM.yaml,0e17790a5022813067ae5ef01eaba9a2d886556a,422,config_yaml,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,research/YOGANANDA_RAMANA_ARUNACHALA_POST_FREEZE_NOTE_2026-08-18.md,2a578e49b537e56ee350f62627829036b4d522f8,2332,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,research/deep-research/KUMAON-DEEP-RESEARCH-STATE.md,af40ada7013c4185acad4c06fc3fe3b063a19acf,2655,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,research/deep-research/MAHAVATAR-BABAJI-CAVE-A.md,2cb51b40fb66d902d94d733a8d6bac283d321fef,2582,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/AOAY-FULL-LOCATION-ATLAS-001/COVERAGE_MATRIX.md,87905bdb5a87394845ecb15b1f6e9ee26c514958,5695,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/AOAY-FULL-LOCATION-ATLAS-001/PLACE_ATLAS.jsonl,4f760da1eaa8a1fe60fe810f4b81fb1dfdef4753,65294,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/AOAY-FULL-LOCATION-ATLAS-001/RAW_OCCURRENCES.jsonl,fd1e188e479e2bb4235c8119222078afb16eb4a1,312990,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/AOAY-FULL-LOCATION-ATLAS-001/RESULT.md,c9b6665f5ed63fa8382feef877bf9bdfb02b227b,7567,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/AOAY-FULL-LOCATION-ATLAS-001/STATUS.md,7a2244b352c3a15e92c9c92ade20ba4fa9827278,2211,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/AOAY-FULL-LOCATION-ATLAS-001/TASK.md,d0d3b784d1f2c712ac843b29e270552f35d1e365,7556,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/BRONS/BRONS-B01.jsonl,672639adcb44d62ccf6867838c0337a08fea0433,6262,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/BODHGAYA_046_049.kml,b1de167dcd29ea522a12378be6d3ba42189635ac,2809,geodata,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/BODHGAYA_GOUD_REPORT.md,c5c42d65400a04fc2f5654c201b4eb03c952bc4e,11263,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/COMPLETION.md,0e527ec7af9f16ea0c257662380ae92a3b0bf642,2292,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/EXCLUSION_REPORT.md,c682bd9940741e89d49e194d909592fba6b25013,2774,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/MARK_SELECTION_REPORT.md,05bf904cfced8d3a9b0d457e6e35736ff6903a9c,71978,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/USER/BODHGAYA_046_049_KEUZE_REISGIDS.pdf,17b8b9d314af80e33e83f923612de0bc55b58268,13136,generated_pdf,CLASSIFIED_DERIVED_DUPLICATE,,LOW,DUPLICATE,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/USER/BODHGAYA_046_058_KEUZE_REISGIDS.pdf,c03b26d7510ea3a358f010087a8b8472a3ec6b40,36338,generated_pdf,CLASSIFIED_DERIVED_DUPLICATE,,LOW,DUPLICATE,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/USER/DELTA_REVIEW_2026-08-08.md,3006c8b6d6525705534336492ee102fbcbb0db23,4523,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/USER/PRE_PDF_CONTENT.md,7d7b577080f03c5d90cbc08401b68888d31ea4c8,40742,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/USER/V1_BODHGAYA_KEUZE_REISGIDS.pdf,0115940fce536485130594ce11d3231f2342bd40,47774,generated_pdf,CLASSIFIED_DERIVED_DUPLICATE,,LOW,DUPLICATE,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/GOUD/USER/build_pdf.py,764c0888188ad057104cd8c5d6c6a3fab10ffb47,52543,script,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/MARK_DECISIONS_2026-08-05.jsonl,a3a69ab9df0fa3e700dae2c7bd7241dddb6b9433,768,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/MARK_DECISIONS_2026-08-08.jsonl,09a19f2e4856b73c83bcc00ee9d9321aef899fa2,3337,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/MARK_DECISIONS_2026-08-08_DELTA.jsonl,15c228baac295e5fdc1231f372ed54773c4af4cd,1463,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/NUMBERING_REGISTRY.jsonl,fe03dcbb10cfd135b641c5ec03de6d226f90a29e,7348,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/PRE_BRONS/AOAY_TOP11_AUDIT.md,e98e5f298e2af109552ea32bdb6bb7b99dd30ff1,13926,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/PRE_BRONS/COMPARATIVE_PRUNING_REPORT.md,f39d57f1a864438ae7b7159dc8770534d297422c,14580,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/PRE_BRONS/DISCOVERY_CANDIDATES.jsonl,b2fab65190958eef531efcf4dafc4400d61ae0f4,69260,structured_data,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/PRE_BRONS/DISCOVERY_LOG.md,9a826f2e3933b39656f475c44d48d84fe2c4e7a8,10957,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/PRE_BRONS/DISCOVERY_REPORT.md,01c928dac540f7c718b2f0ad8e7cae0aa4971ef3,21337,markdown_prose,UNREAD,,,,,,,
current_tree,a37423639f7dabb0dfd55c8656d4689bb8a25351,runs/active/BODHGAYA-DISCOVERY-001/PRE_BRONS/PRE_BRONS_DETECTORS.jsonl,9d1a7d47312a542eb7788aeb755d4d66625f957d,10190,structured_data,UNREAD,,,,,,,
